voter,position,book,author,top100
"Johnston, Freya",10,Quartet in Autumn,"Pym, Barbara",FALSE
"Chabon, Michael",6,Gravity's Rainbow,"Pynchon, Thomas",FALSE
"Anil, Pratinav",4,Gravity's Rainbow,"Pynchon, Thomas",FALSE
"Carty-Williams, Candice",1,Citizen,"Rankine, Claudia",FALSE
"Haddon, Mark",5,The Employees,"Ravn, Olga",FALSE
"Obioma, Chigozie",9,All Quiet on the Western Front,"Remarque, Erich Maria",FALSE
"Wilson, Laura",8,All Quiet on the Western Front,"Remarque, Erich Maria",FALSE
"Harrison, M. John",3,"Good Morning, Midnight","Rhys, Jean",FALSE
"Dyer, Geoff",9,Voyage in the Dark,"Rhys, Jean",FALSE
"Enright, Anne",8,Wide Sargasso Sea,"Rhys, Jean",TRUE
"Edwards, Jack",9,Wide Sargasso Sea,"Rhys, Jean",TRUE
"Hamya, Jo",4,Wide Sargasso Sea,"Rhys, Jean",TRUE
"Mohamed, Nadifa",6,Wide Sargasso Sea,"Rhys, Jean",TRUE
"Sams, Saba",10,Wide Sargasso Sea,"Rhys, Jean",TRUE
"Collins, Sara",4,Wide Sargasso Sea,"Rhys, Jean",TRUE
"Wilson, Laura",1,Clarissa Harlowe,"Richardson, Samuel",FALSE
"Egan, Jennifer",3,"Clarissa, Or, the History of a Young Lady","Richardson, Samuel",FALSE
"Creamer, Ella",10,The Discomfort of Evening,"Rijneveld, Lucas",FALSE
"Clark, Alex",8,Gilead,"Robinson, Marilynne",FALSE
"Rundell, Katherine",5,Gilead,"Robinson, Marilynne",FALSE
"Harvey, Samantha",5,Home,"Robinson, Marilynne",FALSE
"Nicholls, David",5,Housekeeping,"Robinson, Marilynne",TRUE
"Dunthorne, Joe",3,Housekeeping,"Robinson, Marilynne",TRUE
"Goddard, Kieran",9,Housekeeping,"Robinson, Marilynne",TRUE
"Spencer, Liese",10,Housekeeping,"Robinson, Marilynne",TRUE
"Emre, Merve",3,Housekeeping,"Robinson, Marilynne",TRUE
"Waters, Sarah",3,Housekeeping,"Robinson, Marilynne",TRUE
"Li, Yiyun",9,Housekeeping,"Robinson, Marilynne",TRUE
"Maarouf, Mazen",3,In Diamond Square,"Rodoreda, Mercè",FALSE
"Kuang, RF",9,The Time of the Doves,"Rodoreda, Mercè",FALSE
"Loffhagen, Emma",9,Intermezzo,"Rooney, Sally",FALSE
"Spencer, Liese",8,Normal People,"Rooney, Sally",FALSE
"Kehlmann, Daniel",4,The Radetzky March,"Roth, Joseph",FALSE
"Dastidar, Rishi",9,The Radetzky March,"Roth, Joseph",FALSE
"Ellis, Samantha",3,The Tale of the 1002nd Night,"Roth, Joseph",FALSE
"Akbar, Arifa",9,American Pastoral,"Roth, Philip",FALSE
"Lynskey, Dorian",6,American Pastoral,"Roth, Philip",FALSE
"Crown, Sarah",6,American Pastoral,"Roth, Philip",FALSE
"Rashid, Tanjll",10,Operation Shylock,"Roth, Philip",FALSE
"Broder, Melissa",10,Portnoy's Complaint,"Roth, Philip",FALSE
"Northedge, Charlotte",10,The God of Small Things,"Roy, Arundhati",TRUE
"Johnson, Daisy",2,The God of Small Things,"Roy, Arundhati",TRUE
"Evans, Diana",3,The God of Small Things,"Roy, Arundhati",TRUE
"Loffhagen, Emma",7,The God of Small Things,"Roy, Arundhati",TRUE
"Edwards, Jack",6,The God of Small Things,"Roy, Arundhati",TRUE
"Mohamed, Nadifa",10,The God of Small Things,"Roy, Arundhati",TRUE
"Stibbe, Nina",3,The God of Small Things,"Roy, Arundhati",TRUE
"Sams, Saba",7,The God of Small Things,"Roy, Arundhati",TRUE
"Khan, Uzma Aslam",2,The God of Small Things,"Roy, Arundhati",TRUE
"Dawoor, Yagnishsing",4,The God of Small Things,"Roy, Arundhati",TRUE
"Mabanckou, Alain",4,Pedro Páramo,"Rulfo, Juan",TRUE
"Luiselli, Valeria",2,Pedro Páramo,"Rulfo, Juan",TRUE
"Lianke, Yan",7,Pedro Páramo,"Rulfo, Juan",TRUE
"Williams, Imogen Russell",10,Haroun and the Sea of Stories,"Rushdie, Salman",FALSE
"Birch, Dinah",9,Midnight's Children,"Rushdie, Salman",TRUE
"Carson, Jan",1,Midnight's Children,"Rushdie, Salman",TRUE
"Thayil, Jeet",7,Midnight's Children,"Rushdie, Salman",TRUE
"Jordan, Justine",4,Midnight's Children,"Rushdie, Salman",TRUE
"Hughes, Kathryn",8,Midnight's Children,"Rushdie, Salman",TRUE
"Dastidar, Rishi",7,Midnight's Children,"Rushdie, Salman",TRUE
"Collins, Sara",6,Midnight's Children,"Rushdie, Salman",TRUE
"Waters, Sarah",2,Midnight's Children,"Rushdie, Salman",TRUE
"Bari, Shahidha",4,Midnight's Children,"Rushdie, Salman",TRUE
"Gleeson, Sinéad",5,Midnight's Children,"Rushdie, Salman",TRUE
"Anam, Tahmima",1,Midnight's Children,"Rushdie, Salman",TRUE
"Rashid, Tanjll",8,Midnight's Children,"Rushdie, Salman",TRUE
"Dawoor, Yagnishsing",2,Midnight's Children,"Rushdie, Salman",TRUE
"King, Stephen",5,The Satanic Verses,"Rushdie, Salman",FALSE
"de Waal, Kit",9,The Thing About December,"Ryan, Donal",FALSE
"Obioma, Chigozie",7,Season of Migration to the North,"Salih, Tayeb",FALSE
"Soueif, Ahdaf",8,The Catcher in the Rye,"Salinger, J. D.",FALSE
"Mabanckou, Alain",10,The Catcher in the Rye,"Salinger, J. D.",FALSE
"Maarouf, Mazen",9,The Catcher in the Rye,"Salinger, J. D.",FALSE
"Myerson, Julie",3,All That Is,"Salter, James",FALSE
"Harrison, Melissa",9,Light Years,"Salter, James",FALSE
"Mackintosh, Sophie",1,Light Years,"Salter, James",FALSE
"Chaudhuri, Amit",7,Sport and a Pastime,"Salter, James",FALSE
"Harvey, Samantha",6,All the Names,"Saramago, José",FALSE
"Waters, Sarah",7,Blindness,"Saramago, José",FALSE
"Carson, Jan",7,Lincoln in the Bardo,"Saunders, George",FALSE
"Harrison, M. John",10,After Sappho,"Schwartz, Selby Wynn",FALSE
"Roberts, Adam",7,The Heart of Midlothian,"Scott, Walter",FALSE
"Needham, Alex",8,Austerlitz,"Sebald, WG",TRUE
"Goddard, Kieran",8,Austerlitz,"Sebald, WG",TRUE
"Allan, Nina",1,Austerlitz,"Sebald, WG",TRUE
"Waters, Sarah",6,Austerlitz,"Sebald, WG",TRUE
"Messud, Claire",7,The Rings of Saturn,"Sebald, WG",TRUE
"Ní Ghríofa, Doireann",8,The Rings of Saturn,"Sebald, WG",TRUE
"Gunaratne, Guy",7,The Rings of Saturn,"Sebald, WG",TRUE
"Dunthorne, Joe",1,The Rings of Saturn,"Sebald, WG",TRUE
"Laing, Olivia",9,The Rings of Saturn,"Sebald, WG",TRUE
"Liu, Rebecca",6,The Lonely Londoners,"Selvon, Samuel",FALSE
"Jasanoff, Maya",10,A Suitable Boy,"Seth, Vikram",FALSE
"Dastidar, Rishi",1,The Golden Gate,"Seth, Vikram",FALSE
"Shukla, Nikesh",3,Family Life,"Sharma, Akhil",FALSE
"Shukla, Nikesh",8,Problems,"Sharma, Jade",FALSE
"Manguel, Alberto",7,Frankenstein,"Shelley, Mary",TRUE
"Akbar, Arifa",3,Frankenstein,"Shelley, Mary",TRUE
"Silcox, Beejay",2,Frankenstein,"Shelley, Mary",TRUE
"Aridjis, Chloe",6,Frankenstein,"Shelley, Mary",TRUE
"Sampson, Fiona",3,Frankenstein,"Shelley, Mary",TRUE
"Mosse, Kate",10,Frankenstein,"Shelley, Mary",TRUE
"Rundell, Katherine",3,Frankenstein,"Shelley, Mary",TRUE
"Rijneveld, Lucas",1,Frankenstein,"Shelley, Mary",TRUE
"Cain, Sian",4,Frankenstein,"Shelley, Mary",TRUE
"Poole, Steven",10,Frankenstein,"Shelley, Mary",TRUE
"Stibbe, Nina",8,"The Fortnight in September,","Sherriff, R. C.",FALSE
"Khan, Uzma Aslam",9,Minor Detail,"Shibli, Adania",FALSE
"Manguel, Alberto",8,The Tale of Genji,"Shikibu, Murasaki",FALSE
"Mosse, Kate",6,The Tale of Genji,"Shikibu, Murasaki",FALSE
"Tuttle, Lisa",9,The Tale of Genji,"Shikibu, Murasaki",FALSE
"Khan, Uzma Aslam",7,Ceremony,"Silko, Leslie",FALSE
"Sampson, Fiona",8,By Grand Central Station I Sat Down and Wept,"Smart, Elizabeth",FALSE
"Harris, Alexandra",10,How to Be Both,"Smith, Ali",FALSE
"Knight, Lucy",1,How to Be Both,"Smith, Ali",FALSE
"Haynes, Natalie",8,How to Be Both,"Smith, Ali",FALSE
"Moss, Sarah",6,I Capture the Castle,"Smith, Dodie",FALSE
"Shukla, Nikesh",2,Nw,"Smith, Zadie",FALSE
"Gay, Roxane",1,Nw,"Smith, Zadie",FALSE
"Owusu, Derek",6,White Teeth,"Smith, Zadie",TRUE
"Loffhagen, Emma",4,White Teeth,"Smith, Zadie",TRUE
"Thayil, Jeet",8,White Teeth,"Smith, Zadie",TRUE
"Dawoor, Yagnishsing",7,White Teeth,"Smith, Zadie",TRUE
"Li, Yiyun",10,White Teeth,"Smith, Zadie",TRUE
"Lianke, Yan",2,Strange Tales From a Chinese Studio,"Songling, Pu",FALSE
"Diop, David",4,Seasons of Anomy,"Soyinka, Wole",FALSE
"Osman, Richard",10,A Far Cry From Kensington,"Spark, Muriel",FALSE
"Smith, Ali",2,Loitering With Intent,"Spark, Muriel",FALSE
"Kelly, Stuart",8,Loitering With Intent,"Spark, Muriel",FALSE
"Waters, Sarah",8,Memento Mori,"Spark, Muriel",FALSE
"Laing, Olivia",7,The Girls of Slender Means,"Spark, Muriel",FALSE
"Rustin, Susanna",5,The Girls of Slender Means,"Spark, Muriel",FALSE
"Smith, Ali",3,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Barr, Damian",2,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Nicholls, David",9,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Sturges, Fiona",8,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Rankin, Ian",3,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Self, John",8,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Spencer, Liese",6,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Allardice, Lisa",5,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Sams, Saba",3,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"Gleeson, Sinéad",6,The Prime of Miss Jean Brodie,"Spark, Muriel",TRUE
"van der Wouden, Yael",5,Maus,"Spiegelman, Art",FALSE
"Rosoff, Meg",4,Golden Hill,"Spufford, Francis",FALSE
"Thirlwell, Adam",8,The Autobiography of Alice B. Toklas,"Stein, Gertrude",FALSE
"Stibbe, Nina",4,Cannery Row,"Steinbeck, John",FALSE
"Brooks, Xan",1,Cannery Row,"Steinbeck, John",FALSE
"Rosoff, Meg",3,East of Eden,"Steinbeck, John",FALSE
"Crown, Sarah",9,East of Eden,"Steinbeck, John",FALSE
"McCann, Colum",8,The Grapes of Wrath,"Steinbeck, John",FALSE
"Wilson, Laura",9,The Grapes of Wrath,"Steinbeck, John",FALSE
"Harrison, Melissa",5,The Grapes of Wrath,"Steinbeck, John",FALSE
"Crewe, Tom",3,The Red and the Black,Stendhal,FALSE
"Soueif, Ahdaf",4,A Sentimental Journey,"Sterne, Laurence",FALSE
"Thirlwell, Adam",4,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Harris, Alexandra",6,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Morrison, Blake",7,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Higgins, Charlotte",6,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"McCann, Colum",6,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Patterson, Ian",4,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Egan, Jennifer",5,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Mullan, John",5,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Spencer, Liese",2,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Stibbe, Nina",5,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Dastidar, Rishi",5,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Leith, Sam",7,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Newman, Sandra",1,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Bakewell, Sarah",3,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Kelly, Stuart",2,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Sandhu, Sukhdev",9,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Boyd, William",8,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",TRUE
"Manguel, Alberto",10,Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",FALSE
"Rankin, Ian",2,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",FALSE
"Barr, Damian",4,Dracula,"Stoker, Bram",TRUE
"Ní Ghríofa, Doireann",5,Dracula,"Stoker, Bram",TRUE
"Carson, Jan",5,Dracula,"Stoker, Bram",TRUE
"Cohen, Joshua",10,Dracula,"Stoker, Bram",TRUE
"Moore, Lorrie",1,A Flag for Sunrise,"Stone, Robert",FALSE
"Luiselli, Valeria",6,Confessions of Zeno,"Svevo, Italo",FALSE
"Shariatmadari, David",9,Waterland,"Swift, Graham",FALSE
"Morrison, Blake",9,Gulliver's Travels,"Swift, Jonathan",FALSE
"Theroux, Marcel",7,Gulliver's Travels,"Swift, Jonathan",FALSE
"Ellis, Samantha",8,Journey by Moonlight,"Szerb, Antal",FALSE
"Taylor, Catherine",2,The Makioka Sisters,"Tanizaki, Jun'ichirō",FALSE
"Batuman, Elif",6,The Makioka Sisters,"Tanizaki, Jun'ichirō",FALSE
"Jaggi, Maya",7,A Mind at Peace,"Tanpınar, Ahmet Hamdi",FALSE
"Osman, Richard",6,The Goldfinch,"Tartt, Donna",FALSE
"Boyne, John",5,The Secret History,"Tartt, Donna",FALSE
"Cain, Sian",8,The Secret History,"Tartt, Donna",FALSE
"Murata, Sayaka",10,Scattered All Over the Earth,"Tawada, Yoko",FALSE
"Calder, Jem",8,Angel,"Taylor, Elizabeth",FALSE
"Johnston, Freya",7,Mrs. Palfrey at the Claremont,"Taylor, Elizabeth",FALSE
"Craig, Amanda",6,Vanity Fair,"Thackeray, William Makepeace",TRUE
"Higgins, Charlotte",8,Vanity Fair,"Thackeray, William Makepeace",TRUE
"Kent, Christobel",7,Vanity Fair,"Thackeray, William Makepeace",TRUE
"Day, Elizabeth",3,Vanity Fair,"Thackeray, William Makepeace",TRUE
"Cook, Jude",3,Vanity Fair,"Thackeray, William Makepeace",TRUE
"Dastidar, Rishi",4,Vanity Fair,"Thackeray, William Makepeace",TRUE
"Crown, Sarah",8,Under Milk Wood,"Thomas, Dylan",FALSE
"Johnson, Daisy",6,Women Talking,"Toews, Miriam",FALSE
"Ní Ghríofa, Doireann",10,Nora Webster,"Tóibín, Colm",FALSE
"Lee, Hermione",10,Nora Webster,"Tóibín, Colm",FALSE
"Viner, Katharine",10,Drive Your Plow Over the Bones of the Dead,"Tokarczuk, Olga",FALSE
"Rijneveld, Lucas",6,Drive Your Plow Over the Bones of the Dead,"Tokarczuk, Olga",FALSE
"Sams, Saba",2,Drive Your Plow Over the Bones of the Dead,"Tokarczuk, Olga",FALSE
"Rijneveld, Lucas",4,The Hobbit,"Tolkien, J.R.R.",FALSE
"Roberts, Adam",1,The Lord of the Rings,"Tolkien, J.R.R.",FALSE
"Harrison, Melissa",6,The Lord of the Rings,"Tolkien, J.R.R.",FALSE
"Chabon, Michael",8,The Lord of the Rings,"Tolkien, J.R.R.",FALSE
"Soueif, Ahdaf",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Craig, Amanda",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Akbar, Arifa",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Messud, Claire",1,Anna Karenina,"Tolstoy, Leo",TRUE
"Clark, Clare",4,Anna Karenina,"Tolstoy, Leo",TRUE
"Kehlmann, Daniel",3,Anna Karenina,"Tolstoy, Leo",TRUE
"Evans, Diana",1,Anna Karenina,"Tolstoy, Leo",TRUE
"Birch, Dinah",7,Anna Karenina,"Tolstoy, Leo",TRUE
"McBride, Eimear",8,Anna Karenina,"Tolstoy, Leo",TRUE
"Batuman, Elif",1,Anna Karenina,"Tolstoy, Leo",TRUE
"Johnston, Freya",1,Anna Karenina,"Tolstoy, Leo",TRUE
"McEwan, Ian",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Hamya, Jo",1,Anna Karenina,"Tolstoy, Leo",TRUE
"Mullan, John",4,Anna Karenina,"Tolstoy, Leo",TRUE
"Vasquez, Juan Gabriel",4,Anna Karenina,"Tolstoy, Leo",TRUE
"Viner, Katharine",6,Anna Karenina,"Tolstoy, Leo",TRUE
"Feigel, Lara",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Jaggi, Maya",1,Anna Karenina,"Tolstoy, Leo",TRUE
"Jasanoff, Maya",3,Anna Karenina,"Tolstoy, Leo",TRUE
"Harrison, Melissa",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Liu, Rebecca",1,Anna Karenina,"Tolstoy, Leo",TRUE
"Dastidar, Rishi",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Collins, Sara",8,Anna Karenina,"Tolstoy, Leo",TRUE
"Waters, Sarah",4,Anna Karenina,"Tolstoy, Leo",TRUE
"Anam, Tahmima",3,Anna Karenina,"Tolstoy, Leo",TRUE
"Crewe, Tom",2,Anna Karenina,"Tolstoy, Leo",TRUE
"Broder, Melissa",3,Ivan Ilyitch,"Tolstoy, Leo",FALSE
"Thirlwell, Adam",1,War and Peace,"Tolstoy, Leo",TRUE
"Solomon, Andrew",2,War and Peace,"Tolstoy, Leo",TRUE
"Okri, Ben",2,War and Peace,"Tolstoy, Leo",TRUE
"Mendelson, Charlotte",1,War and Peace,"Tolstoy, Leo",TRUE
"Obioma, Chigozie",6,War and Peace,"Tolstoy, Leo",TRUE
"Power, Chris",6,War and Peace,"Tolstoy, Leo",TRUE
"Kent, Christobel",3,War and Peace,"Tolstoy, Leo",TRUE
"Armitstead, Claire",1,War and Peace,"Tolstoy, Leo",TRUE
"Kehlmann, Daniel",1,War and Peace,"Tolstoy, Leo",TRUE
"Dyer, Geoff",3,War and Peace,"Tolstoy, Leo",TRUE
"Calder, Jem",2,War and Peace,"Tolstoy, Leo",TRUE
"Lanchester, John",4,War and Peace,"Tolstoy, Leo",TRUE
"Feigel, Lara",1,War and Peace,"Tolstoy, Leo",TRUE
"Mengiste, Maaza",9,War and Peace,"Tolstoy, Leo",TRUE
"Theroux, Marcel",1,War and Peace,"Tolstoy, Leo",TRUE
"Walter, Natasha",3,War and Peace,"Tolstoy, Leo",TRUE
"Bakewell, Sarah",4,War and Peace,"Tolstoy, Leo",TRUE
"Hadley, Tessa",1,War and Peace,"Tolstoy, Leo",TRUE
"Lianke, Yan",3,War and Peace,"Tolstoy, Leo",TRUE
"Li, Yiyun",4,War and Peace,"Tolstoy, Leo",TRUE
"Soueif, Ahdaf",3,The Leopard,Tomasi di Lampedusa Giuseppe,TRUE
"Kent, Christobel",1,The Leopard,Tomasi di Lampedusa Giuseppe,TRUE
"Shariatmadari, David",8,The Leopard,Tomasi di Lampedusa Giuseppe,TRUE
"Lanchester, John",6,The Leopard,Tomasi di Lampedusa Giuseppe,TRUE
"Laing, Olivia",3,The Leopard,Tomasi di Lampedusa Giuseppe,TRUE
"Rashid, Tanjll",6,The Leopard,Tomasi di Lampedusa Giuseppe,TRUE
"Hamya, Jo",8,The Bloater,"Tonks, Rosemary",FALSE
"Haddon, Mark",7,Restoration,"Tremain, Rose",FALSE
"Harvey, Samantha",10,Restoration,"Tremain, Rose",FALSE
"Myerson, Julie",8,Felicia's Journey,"Trevor, William",FALSE
"Lee, Hermione",7,Reading Turgenev,"Trevor, William",FALSE
"Li, Yiyun",7,The Story of Lucy Gault,"Trevor, William",FALSE
"Birch, Dinah",5,Barchester Towers,"Trollope, Anthony",FALSE
"Meek, James",4,Barchester Towers,"Trollope, Anthony",FALSE
"Egan, Jennifer",9,Barchester Towers,"Trollope, Anthony",FALSE
"Crewe, Tom",1,The Palliser Novels,"Trollope, Anthony",FALSE
"Cohen, Joshua",6,The Way We Live Now,"Trollope, Anthony",FALSE
"Boyne, John",2,The Slap,"Tsiolkas, Christos",FALSE
"Johnson, Daisy",9,Territory of Light,"Tsushima, Yuko",FALSE
"Rashid, Tanjll",4,The Improvement of Human Reason,"Tufayl, Ibn",FALSE
"Mabanckou, Alain",2,Palm-Wine Drinkard,"Tutuola, Amos",FALSE
"Newman, Sandra",3,Palm-Wine Drinkard,"Tutuola, Amos",FALSE
"Birch, Dinah",6,Huckleberry Finn,"Twain, Mark",FALSE
"Churchwell, Sarah",9,Huckleberry Finn,"Twain, Mark",FALSE
"King, Stephen",7,Huckleberry Finn,"Twain, Mark",FALSE
"Needham, Alex",7,A Rabbit Omnibus,"Updike, John",FALSE
"Shariatmadari, David",2,Couples,"Updike, John",FALSE
"McEwan, Ian",10,Rabbit at Rest,"Updike, John",FALSE
"Markovits, Ben",8,Rabbit Is Rich,"Updike, John",FALSE
"Kent, Christobel",9,"Rabbit, Run","Updike, John",FALSE
"Patterson, Ian",8,The Spiral Ascent,"Upward, Edward",FALSE
"Knapp, Florence",6,The Safekeep,"van der Wouden, Yael",FALSE
"Haddon, Mark",4,The Safekeep,"van der Wouden, Yael",FALSE
"Haynes, Natalie",2,Mussel Feast,"Vanderbeke, Birgit",FALSE
"Anil, Pratinav",10,Aunt Julia and the Script-Writer,"Vargas Llosa, Mario",FALSE
"Vasquez, Juan Gabriel",9,Conversation in the Cathedral,"Vargas Llosa, Mario",FALSE
"Moss, Sarah",8,The Ice Palace,"Vesaas, Tarjei",FALSE
"Luiselli, Valeria",10,The Empty Book,"Vicens, Josefina",FALSE
"Self, John",7,Cat's Cradle,"Vonnegut, Kurt",FALSE
"Rijneveld, Lucas",2,Slaughterhouse-Five,"Vonnegut, Kurt",FALSE
"Leith, Sam",6,Slaughterhouse-Five,"Vonnegut, Kurt",FALSE
"Rijneveld, Lucas",10,On Earth We're Briefly Gorgeous,"Vuong, Ocean",FALSE
"Sampson, Fiona",10,Omeros,"Walcott, Derek",FALSE
"Gay, Roxane",7,Possessing the Secret of Joy,"Walker, Alice",FALSE
"Armitstead, Claire",5,The Color Purple,"Walker, Alice",TRUE
"Barr, Damian",3,The Color Purple,"Walker, Alice",TRUE
"Loffhagen, Emma",1,The Color Purple,"Walker, Alice",TRUE
"O’Farrell, Maggie",2,The Color Purple,"Walker, Alice",TRUE
"Calder, Jem",9,Infinite Jest,"Wallace, David Foster",FALSE
"Liu, Rebecca",7,Infinite Jest,"Wallace, David Foster",FALSE
"Newman, Sandra",7,Infinite Jest,"Wallace, David Foster",FALSE
"Mackintosh, Sophie",10,Morvern Callar,"Warner, Alan",FALSE
"Hamya, Jo",3,"Lolly Willowes, Or, the Loving Huntsman","Warner, Sylvia Townsend",FALSE
"Gleeson, Sinéad",4,"Lolly Willowes, Or, the Loving Huntsman","Warner, Sylvia Townsend",FALSE
"Myerson, Julie",4,Fingersmith,"Waters, Sarah",FALSE
"Barekat, Houman",5,A Handful of Dust,"Waugh, Evelyn",FALSE
"Self, John",9,A Handful of Dust,"Waugh, Evelyn",FALSE
"Hughes, Kathryn",7,Brideshead Revisited,"Waugh, Evelyn",FALSE
"Boyd, William",6,Scoop,"Waugh, Evelyn",FALSE
"Cohen, Joshua",7,Vile Bodies,"Waugh, Evelyn",FALSE
"Roberts, Adam",8,The War of the Worlds,"Wells, H. G.",FALSE
"Mohamed, Nadifa",5,Marabou Stork Nightmares,"Welsh, Irvine",FALSE
"Stuart, Douglas",7,Trainspotting,"Welsh, Irvine",FALSE
"Tóibín, Colm",10,The Age of Innocence,"Wharton, Edith",TRUE
"Lynskey, Dorian",10,The Age of Innocence,"Wharton, Edith",TRUE
"Dyer, Geoff",5,The Age of Innocence,"Wharton, Edith",TRUE
"Cook, Jude",5,The Age of Innocence,"Wharton, Edith",TRUE
"Broder, Melissa",2,The Age of Innocence,"Wharton, Edith",TRUE
"Gay, Roxane",4,The Age of Innocence,"Wharton, Edith",TRUE
"Rushdie, Salman",10,The Age of Innocence,"Wharton, Edith",TRUE
"Newman, Sandra",9,The Age of Innocence,"Wharton, Edith",TRUE
"Cain, Sian",1,The Age of Innocence,"Wharton, Edith",TRUE
"Lee, Hermione",3,The Custom of the Country,"Wharton, Edith",FALSE
"Solomon, Andrew",8,The House of Mirth,"Wharton, Edith",FALSE
"Kent, Christobel",4,The House of Mirth,"Wharton, Edith",FALSE
"Egan, Jennifer",10,The House of Mirth,"Wharton, Edith",FALSE
"Wilson, Laura",6,Charlotte's Web,"White, E. B.",FALSE
"Barr, Damian",6,A Boy's Own Story,"White, Edmund",FALSE
"Shukla, Nikesh",4,Sag Harbor,"Whitehead, Colson",FALSE
"Barr, Damian",5,The Picture of Dorian Gray,"Wilde, Oscar",FALSE
"Edwards, Jack",7,The Picture of Dorian Gray,"Wilde, Oscar",FALSE
"Harrison, Melissa",8,Tarka the Otter,"Williamson, Henry",FALSE
"Shukla, Nikesh",9,Breath,"Winton, Tim",FALSE
"Boyne, John",6,Cloudstreet,"Winton, Tim",FALSE
"Bari, Shahidha",10,"Right Ho, Jeeves","Wodehouse, P. G.",FALSE
"Stibbe, Nina",9,The Code of the Woosters,"Wodehouse, P. G.",FALSE
"Taylor, Catherine",1,A Model Childhood,"Wolf, Christa",FALSE
"Day, Elizabeth",7,The Bonfire of the Vanities,"Wolfe, Tom",FALSE
"McCann, Colum",10,A Room of One's Own,"Woolf, Virginia",FALSE
"Khan, Uzma Aslam",10,A Room of One's Own,"Woolf, Virginia",FALSE
"Harris, Alexandra",4,Jacob's Room,"Woolf, Virginia",TRUE
"Harrison, M. John",2,Jacob's Room,"Woolf, Virginia",TRUE
"Haddon, Mark",1,Jacob's Room,"Woolf, Virginia",TRUE
"Edemariam, Aida",6,Mrs Dalloway,"Woolf, Virginia",TRUE
"Messud, Claire",6,Mrs Dalloway,"Woolf, Virginia",TRUE
"Clark, Clare",6,Mrs Dalloway,"Woolf, Virginia",TRUE
"Ní Ghríofa, Doireann",1,Mrs Dalloway,"Woolf, Virginia",TRUE
"Barekat, Houman",7,Mrs Dalloway,"Woolf, Virginia",TRUE
"Self, John",3,Mrs Dalloway,"Woolf, Virginia",TRUE
"Power, Kevin",3,Mrs Dalloway,"Woolf, Virginia",TRUE
"Elkin, Lauren",1,Mrs Dalloway,"Woolf, Virginia",TRUE
"Spencer, Liese",4,Mrs Dalloway,"Woolf, Virginia",TRUE
"King, Lily",2,Mrs Dalloway,"Woolf, Virginia",TRUE
"Allardice, Lisa",9,Mrs Dalloway,"Woolf, Virginia",TRUE
"Jasanoff, Maya",5,Mrs Dalloway,"Woolf, Virginia",TRUE
"Broder, Melissa",9,Mrs Dalloway,"Woolf, Virginia",TRUE
"Donkor, Michael",6,Mrs Dalloway,"Woolf, Virginia",TRUE
"Harvey, Samantha",1,Mrs Dalloway,"Woolf, Virginia",TRUE
"Newman, Sandra",4,Mrs Dalloway,"Woolf, Virginia",TRUE
